zipcode	sido	gugun	dong	startbunji	endbunji	seq
06335	서울특별시	강남구	개포동	12		1
06335	서울특별시	강남구	개포동	12		2
06334	서울특별시	강남구	개포동	12		3
06334	서울특별시	강남구	개포동	12-2		4
06335	서울특별시	강남구	개포동	12-4	12-10	5
06334	서울특별시	강남구	개포동	13	13-1	6
06336	서울특별시	강남구	개포동	13-2		7
06336	서울특별시	강남구	개포동	13-3	14-5	8
06358	서울특별시	강남구	개포동	67-1		9
06358	서울특별시	강남구	개포동	108		10
06358	서울특별시	강남구	개포동	131		11
06327	서울특별시	강남구	개포동	138	139	12
06326	서울특별시	강남구	개포동	140		13
06322	서울특별시	강남구	개포동	141		14
06324	서울특별시	강남구	개포동	152	156	15
06325	서울특별시	강남구	개포동	157	157-9	16
06325	서울특별시	강남구	개포동	158		17
06325	서울특별시	강남구	개포동	158-1	161-1	18
06325	서울특별시	강남구	개포동	161-2		19
06325	서울특별시	강남구	개포동	161-3		20
06325	서울특별시	강남구	개포동	161-4		21
06325	서울특별시	강남구	개포동	162	168-11	22
06325	서울특별시	강남구	개포동	169		23
06325	서울특별시	강남구	개포동	169-1	172-11	24
06324	서울특별시	강남구	개포동	173		25
06323	서울특별시	강남구	개포동	174	175-3	26
06323	서울특별시	강남구	개포동	175-4		27
06323	서울특별시	강남구	개포동	176-1		28
06323	서울특별시	강남구	개포동	176-2		29
06323	서울특별시	강남구	개포동	177	179	30
06323	서울특별시	강남구	개포동	181		31
06328	서울특별시	강남구	개포동	182	184	32
06330	서울특별시	강남구	개포동	185		33
06329	서울특별시	강남구	개포동	186	187	34
06331	서울특별시	강남구	개포동	188	189-3	35
06324	서울특별시	강남구	개포동	195		36
06358	서울특별시	강남구	개포동	565-3		37
06358	서울특별시	강남구	개포동	570		38
06317	서울특별시	강남구	개포동	649		39
06318	서울특별시	강남구	개포동	650	651-1	40
06319	서울특별시	강남구	개포동	652		41
06320	서울특별시	강남구	개포동	653		42
06305	서울특별시	강남구	개포동	654	655-4	43
06310	서울특별시	강남구	개포동	656	656-1	44
06316	서울특별시	강남구	개포동	658	658-1	45
06321	서울특별시	강남구	개포동	660-1	660-10	46
06322	서울특별시	강남구	개포동	660-13		47
06322	서울특별시	강남구	개포동	660-14	660-22	48
06322	서울특별시	강남구	개포동	660-23		49
06322	서울특별시	강남구	개포동	660-24	660-30	50
06322	서울특별시	강남구	개포동	660-31		51
06322	서울특별시	강남구	개포동	660-32	660-33	52
06322	서울특별시	강남구	개포동	660-34	660-35	53
06321	서울특별시	강남구	개포동	660-37		54
06358	서울특별시	강남구	개포동	971		55
06357	서울특별시	강남구	개포동	1055	1057-9	56
06313	서울특별시	강남구	개포동	1163	1164-25	57
06313	서울특별시	강남구	개포동	1164-26		58
06313	서울특별시	강남구	개포동	1164-27	1164-28	59
06315	서울특별시	강남구	개포동	1164-29	1165-17	60
06314	서울특별시	강남구	개포동	1166	1168-11	61
06313	서울특별시	강남구	개포동	1169	1169-11	62
06314	서울특별시	강남구	개포동	1170	1170-9	63
06314	서울특별시	강남구	개포동	1170-10		64
06314	서울특별시	강남구	개포동	1170-11	1177-5	65
06314	서울특별시	강남구	개포동	1177-6	1177-7	66
06314	서울특별시	강남구	개포동	1177-8	1177-9	67
06315	서울특별시	강남구	개포동	1178	1183-18	68
06314	서울특별시	강남구	개포동	1184		69
06314	서울특별시	강남구	개포동	1184-1	1189-10	70
06314	서울특별시	강남구	개포동	1189-11		71
06313	서울특별시	강남구	개포동	1190	1192-7	72
06312	서울특별시	강남구	개포동	1193	1196-8	73
06312	서울특별시	강남구	개포동	1196-9		74
06312	서울특별시	강남구	개포동	1196-10	1200-10	75
06311	서울특별시	강남구	개포동	1201	1203-6	76
06308	서울특별시	강남구	개포동	1204		77
06308	서울특별시	강남구	개포동	1204-2	1205	78
06308	서울특별시	강남구	개포동	1205-1		79
06308	서울특별시	강남구	개포동	1205-2	1206-8	80
06309	서울특별시	강남구	개포동	1207	1211	81
06309	서울특별시	강남구	개포동	1211-1		82
06309	서울특별시	강남구	개포동	1211-2	1214-9	83
06308	서울특별시	강남구	개포동	1215	1218-30	84
06312	서울특별시	강남구	개포동	1219	1219-2	85
06312	서울특별시	강남구	개포동	1219-3	1219-4	86
06312	서울특별시	강남구	개포동	1219-5	1221-10	87
06312	서울특별시	강남구	개포동	1221-11		88
06312	서울특별시	강남구	개포동	1221-12	1228-6	89
06307	서울특별시	강남구	개포동	1229	1229-12	90
06307	서울특별시	강남구	개포동	1229-14		91
06307	서울특별시	강남구	개포동	1229-15	1231-20	92
06307	서울특별시	강남구	개포동	1231-21		93
06307	서울특별시	강남구	개포동	1231-22	1233-21	94
06307	서울특별시	강남구	개포동	1233-22		95
06307	서울특별시	강남구	개포동	1233-24	1238-9	96
06303	서울특별시	강남구	개포동	1239	1247-5	97
06306	서울특별시	강남구	개포동	1249	1249-4	98
06303	서울특별시	강남구	개포동	1250	1250-5	99
06303	서울특별시	강남구	개포동	1250-6	1250-7	100
06306	서울특별시	강남구	개포동	1252	1265	101
06306	서울특별시	강남구	개포동	1265-2		102
06306	서울특별시	강남구	개포동	1265-4	1265-13	103
06304	서울특별시	강남구	개포동	1266	1267	104
06306	서울특별시	강남구	개포동	1268		105
06311	서울특별시	강남구	개포동	1271	1273	106
06038	서울특별시	강남구	논현동	1	1-2	107
06038	서울특별시	강남구	논현동	1-3		108
06038	서울특별시	강남구	논현동	1-5	3-15	109
06039	서울특별시	강남구	논현동	4	4-9	110
06039	서울특별시	강남구	논현동	4-10		111
06039	서울특별시	강남구	논현동	4-11	5-19	112
06039	서울특별시	강남구	논현동	5-20		113
06040	서울특별시	강남구	논현동	6	7-15	114
06040	서울특별시	강남구	논현동	7-18		115
06040	서울특별시	강남구	논현동	7-19	10-34	116
06039	서울특별시	강남구	논현동	11		117
06039	서울특별시	강남구	논현동	11-1	11-17	118
06039	서울특별시	강남구	논현동	11-18	11-19	119
06039	서울특별시	강남구	논현동	11-20	12-8	120
06039	서울특별시	강남구	논현동	12-10		121
06039	서울특별시	강남구	논현동	12-11	12-18	122
06039	서울특별시	강남구	논현동	13		123
06039	서울특별시	강남구	논현동	13-1	15	124
06039	서울특별시	강남구	논현동	15-1		125
06039	서울특별시	강남구	논현동	15-2	15-6	126
06039	서울특별시	강남구	논현동	15-9	15-10	127
06039	서울특별시	강남구	논현동	15-11	15-12	128
06038	서울특별시	강남구	논현동	16	16-26	129
06038	서울특별시	강남구	논현동	16-27	16-28	130
06038	서울특별시	강남구	논현동	16-30	16-36	131
06038	서울특별시	강남구	논현동	16-38		132
06038	서울특별시	강남구	논현동	16-39	17-8	133
06043	서울특별시	강남구	논현동	18	24-2	134
06043	서울특별시	강남구	논현동	24-4		135
06043	서울특별시	강남구	논현동	24-6	24-11	136
06042	서울특별시	강남구	논현동	25		137
06042	서울특별시	강남구	논현동	25-2	25-5	138
06042	서울특별시	강남구	논현동	25-6		139
06042	서울특별시	강남구	논현동	25-10	25-11	140
06042	서울특별시	강남구	논현동	26		141
06042	서울특별시	강남구	논현동	27	28-10	142
06042	서울특별시	강남구	논현동	28-11		143
06042	서울특별시	강남구	논현동	28-12	28-14	144
06042	서울특별시	강남구	논현동	28-15		145
06042	서울특별시	강남구	논현동	28-16	28-20	146
06042	서울특별시	강남구	논현동	28-21		147
06042	서울특별시	강남구	논현동	28-23	28-31	148
06041	서울특별시	강남구	논현동	29		149
06041	서울특별시	강남구	논현동	29-1	29-4	150
06041	서울특별시	강남구	논현동	29-6		151
06041	서울특별시	강남구	논현동	29-7	32-11	152
06041	서울특별시	강남구	논현동	32-12		153
06041	서울특별시	강남구	논현동	32-13		154
06041	서울특별시	강남구	논현동	32-15	32-20	155
06041	서울특별시	강남구	논현동	33	35-21	156
06046	서울특별시	강남구	논현동	36	38-18	157
06045	서울특별시	강남구	논현동	39	39-10	158
06045	서울특별시	강남구	논현동	39-12		159
06045	서울특별시	강남구	논현동	39-13	39-21	160
06045	서울특별시	강남구	논현동	39-22		161
06045	서울특별시	강남구	논현동	39-23	42-5	162
06045	서울특별시	강남구	논현동	42-6		163
06045	서울특별시	강남구	논현동	42-7	42-15	164
06044	서울특별시	강남구	논현동	43	53-1	165
06044	서울특별시	강남구	논현동	53-3		166
06044	서울특별시	강남구	논현동	53-4	54-2	167
06044	서울특별시	강남구	논현동	54-4		168
06044	서울특별시	강남구	논현동	55		169
06044	서울특별시	강남구	논현동	55-3		170
06044	서울특별시	강남구	논현동	55-4	55-19	171
06045	서울특별시	강남구	논현동	56	57-38	172
06046	서울특별시	강남구	논현동	58	58-9	173
06047	서울특별시	강남구	논현동	59	61-19	174
06048	서울특별시	강남구	논현동	62	63-22	175
06049	서울특별시	강남구	논현동	64	64-20	176
06049	서울특별시	강남구	논현동	64-21		177
06049	서울특별시	강남구	논현동	64-22	65-5	178
06049	서울특별시	강남구	논현동	65-6		179
06049	서울특별시	강남구	논현동	65-7	65-12	180
06049	서울특별시	강남구	논현동	65-13		181
06049	서울특별시	강남구	논현동	65-14	65-15	182
06049	서울특별시	강남구	논현동	65-16		183
06049	서울특별시	강남구	논현동	65-17	67-1	184
06049	서울특별시	강남구	논현동	67-2		185
06049	서울특별시	강남구	논현동	67-3	68-25	186
06050	서울특별시	강남구	논현동	69	70-10	187
06050	서울특별시	강남구	논현동	70-11		188
06050	서울특별시	강남구	논현동	70-12	71-2	189
06049	서울특별시	강남구	논현동	72	73-6	190
06049	서울특별시	강남구	논현동	73-7		191
06049	서울특별시	강남구	논현동	73-8	73-19	192
06049	서울특별시	강남구	논현동	73-20		193
06049	서울특별시	강남구	논현동	73-21	73-39	194
06049	서울특별시	강남구	논현동	74-1		195
06049	서울특별시	강남구	논현동	74-2	74-24	196
06051	서울특별시	강남구	논현동	74-25	74-27	197
06051	서울특별시	강남구	논현동	74-28		198
06051	서울특별시	강남구	논현동	74-29		199
06049	서울특별시	강남구	논현동	74-32		200
06051	서울특별시	강남구	논현동	75	80-32	201
06052	서울특별시	강남구	논현동	81	81-15	202
06052	서울특별시	강남구	논현동	82		203
06052	서울특별시	강남구	논현동	82-1	82-21	204
06053	서울특별시	강남구	논현동	83	83-20	205
06053	서울특별시	강남구	논현동	83-21		206
06053	서울특별시	강남구	논현동	83-24	85-18	207
06052	서울특별시	강남구	논현동	86	88-13	208
06053	서울특별시	강남구	논현동	89	90-7	209
06053	서울특별시	강남구	논현동	90-8		210
06054	서울특별시	강남구	논현동	91	91-26	211
06054	서울특별시	강남구	논현동	92		212
06054	서울특별시	강남구	논현동	92-1	92-4	213
06054	서울특별시	강남구	논현동	92-6		214
06054	서울특별시	강남구	논현동	92-7		215
06055	서울특별시	강남구	논현동	93	94	216
06055	서울특별시	강남구	논현동	94-2		217
06055	서울특별시	강남구	논현동	94-4	95-23	218
06054	서울특별시	강남구	논현동	96	96-15	219
06054	서울특별시	강남구	논현동	97		220
06054	서울특별시	강남구	논현동	97-1	97-26	221
06054	서울특별시	강남구	논현동	97-27		222
06057	서울특별시	강남구	논현동	98	98-12	223
06056	서울특별시	강남구	논현동	99	101-16	224
06056	서울특별시	강남구	논현동	101-17		225
06056	서울특별시	강남구	논현동	101-18	102-7	226
06056	서울특별시	강남구	논현동	102-8		227
06056	서울특별시	강남구	논현동	102-9		228
06056	서울특별시	강남구	논현동	102-10		229
06056	서울특별시	강남구	논현동	102-11	103-9	230
06056	서울특별시	강남구	논현동	103-10		231
06056	서울특별시	강남구	논현동	103-11	104-19	232
06056	서울특별시	강남구	논현동	104-22		233
06056	서울특별시	강남구	논현동	104-23	104-37	234
06057	서울특별시	강남구	논현동	105	105-7	235
06058	서울특별시	강남구	논현동	106	107-21	236
06058	서울특별시	강남구	논현동	107-22		237
06058	서울특별시	강남구	논현동	107-23	107-49	238
06058	서울특별시	강남구	논현동	107-50		239
06059	서울특별시	강남구	논현동	108	108-7	240
06059	서울특별시	강남구	논현동	108-8		241
06059	서울특별시	강남구	논현동	108-10	110-21	242
06059	서울특별시	강남구	논현동	110-22		243
06059	서울특별시	강남구	논현동	110-23	112-17	244
06059	서울특별시	강남구	논현동	112-19	112-21	245
06059	서울특별시	강남구	논현동	113	113-3	246
06059	서울특별시	강남구	논현동	113-4		247
06059	서울특별시	강남구	논현동	113-6	113-26	248
06058	서울특별시	강남구	논현동	114	114-29	249
06061	서울특별시	강남구	논현동	115	115-11	250
06061	서울특별시	강남구	논현동	115-13		251
06061	서울특별시	강남구	논현동	115-14	116-11	252
06060	서울특별시	강남구	논현동	117	118-18	253
06060	서울특별시	강남구	논현동	118-20		254
06060	서울특별시	강남구	논현동	118-21		255
06060	서울특별시	강남구	논현동	119		256
06060	서울특별시	강남구	논현동	119-2		257
06110	서울특별시	강남구	논현동	120	122-5	258
06110	서울특별시	강남구	논현동	122-8		259
06110	서울특별시	강남구	논현동	122-10	122-23	260
06110	서울특별시	강남구	논현동	122-24		261
06110	서울특별시	강남구	논현동	122-25		262
06111	서울특별시	강남구	논현동	123	126-15	263
06112	서울특별시	강남구	논현동	127-1	130-19	264
06112	서울특별시	강남구	논현동	130-20		265
06112	서울특별시	강남구	논현동	130-21	131-28	266
06112	서울특별시	강남구	논현동	131-29		267
06112	서울특별시	강남구	논현동	131-30	132-28	268
06115	서울특별시	강남구	논현동	133	133-32	269
06113	서울특별시	강남구	논현동	134	134-5	270
06113	서울특별시	강남구	논현동	134-6		271
06113	서울특별시	강남구	논현동	134-7	134-9	272
06113	서울특별시	강남구	논현동	134-10		273
06113	서울특별시	강남구	논현동	134-11	135-15	274
06113	서울특별시	강남구	논현동	135-16		275
06113	서울특별시	강남구	논현동	135-17	139-34	276
06114	서울특별시	강남구	논현동	140	140-28	277
06110	서울특별시	강남구	논현동	141	141-17	278
06110	서울특별시	강남구	논현동	142		279
06110	서울특별시	강남구	논현동	142-1	142-9	280
06114	서울특별시	강남구	논현동	143	143-5	281
06114	서울특별시	강남구	논현동	143-6		282
06114	서울특별시	강남구	논현동	143-9	145-3	283
06114	서울특별시	강남구	논현동	145-4		284
06114	서울특별시	강남구	논현동	145-5	145-16	285
06114	서울특별시	강남구	논현동	145-17	146	286
06114	서울특별시	강남구	논현동	146-2	146-4	287
06114	서울특별시	강남구	논현동	146-5		288
06114	서울특별시	강남구	논현동	146-6	146-16	289
06113	서울특별시	강남구	논현동	147	148-22	290
06115	서울특별시	강남구	논현동	149	149-14	291
06115	서울특별시	강남구	논현동	149-15		292
06115	서울특별시	강남구	논현동	149-16	149-17	293
06115	서울특별시	강남구	논현동	149-18	149-19	294
06115	서울특별시	강남구	논현동	149-20	149-31	295
06115	서울특별시	강남구	논현동	149-32		296
06115	서울특별시	강남구	논현동	149-33	150-16	297
06116	서울특별시	강남구	논현동	151	155-20	298
06115	서울특별시	강남구	논현동	156	158-36	299
06114	서울특별시	강남구	논현동	159	160-1	300
06114	서울특별시	강남구	논현동	160-2		301
06114	서울특별시	강남구	논현동	160-3	161	302
06114	서울특별시	강남구	논현동	161-2		303
06114	서울특별시	강남구	논현동	161-4	164-16	304
06119	서울특별시	강남구	논현동	165		305
06119	서울특별시	강남구	논현동	165-1		306
06119	서울특별시	강남구	논현동	165-3	165-10	307
06119	서울특별시	강남구	논현동	165-11		308
06119	서울특별시	강남구	논현동	165-13	166-11	309
06119	서울특별시	강남구	논현동	166-12		310
06119	서울특별시	강남구	논현동	166-13	168	311
06115	서울특별시	강남구	논현동	169	169-5	312
06115	서울특별시	강남구	논현동	169-7		313
06115	서울특별시	강남구	논현동	169-8	169-9	314
06118	서울특별시	강남구	논현동	170	170-13	315
06118	서울특별시	강남구	논현동	170-14		316
06118	서울특별시	강남구	논현동	170-16	170-20	317
06118	서울특별시	강남구	논현동	170-22		318
06118	서울특별시	강남구	논현동	170-23	170-29	319
06116	서울특별시	강남구	논현동	171	171-6	320
06116	서울특별시	강남구	논현동	171-7		321
06116	서울특별시	강남구	논현동	171-8	173-2	322
06116	서울특별시	강남구	논현동	173-3		323
06116	서울특별시	강남구	논현동	173-4	173-27	324
06117	서울특별시	강남구	논현동	174	175-13	325
06117	서울특별시	강남구	논현동	175-15		326
06117	서울특별시	강남구	논현동	175-16	175-29	327
06117	서울특별시	강남구	논현동	175-30		328
06117	서울특별시	강남구	논현동	175-31	178-10	329
06117	서울특별시	강남구	논현동	178-11		330
06117	서울특별시	강남구	논현동	178-12	178-17	331
06118	서울특별시	강남구	논현동	179	180-19	332
06119	서울특별시	강남구	논현동	181	182-5	333
06119	서울특별시	강남구	논현동	182-6		334
06119	서울특별시	강남구	논현동	182-7	182-31	335
06120	서울특별시	강남구	논현동	183	185-9	336
06120	서울특별시	강남구	논현동	185-10		337
06120	서울특별시	강남구	논현동	185-11	186-10	338
06121	서울특별시	강남구	논현동	187	187-17	339
06121	서울특별시	강남구	논현동	187-18		340
06121	서울특별시	강남구	논현동	187-20	187-23	341
06118	서울특별시	강남구	논현동	188	188-2	342
06118	서울특별시	강남구	논현동	188-3		343
06118	서울특별시	강남구	논현동	188-5		344
06118	서울특별시	강남구	논현동	188-6		345
06118	서울특별시	강남구	논현동	188-8	188-21	346
06118	서울특별시	강남구	논현동	188-22	188-23	347
06122	서울특별시	강남구	논현동	189	191-13	348
06122	서울특별시	강남구	논현동	191-14		349
06122	서울특별시	강남구	논현동	191-15	192-23	350
06122	서울특별시	강남구	논현동	193		351
06122	서울특별시	강남구	논현동	193-1	193-4	352
06122	서울특별시	강남구	논현동	193-5		353
06122	서울특별시	강남구	논현동	193-6	193-28	354
06122	서울특별시	강남구	논현동	193-29		355
06122	서울특별시	강남구	논현동	193-30	194-23	356
06121	서울특별시	강남구	논현동	195	196-17	357
06120	서울특별시	강남구	논현동	197		358
06120	서울특별시	강남구	논현동	197-1	197-2	359
06120	서울특별시	강남구	논현동	197-3		360
06120	서울특별시	강남구	논현동	197-7	197-8	361
06120	서울특별시	강남구	논현동	197-9		362
06120	서울특별시	강남구	논현동	197-13	197-16	363
06120	서울특별시	강남구	논현동	197-17		364
06120	서울특별시	강남구	논현동	197-18	198-15	365
06120	서울특별시	강남구	논현동	198-17		366
06120	서울특별시	강남구	논현동	198-18	201-2	367
06120	서울특별시	강남구	논현동	201-4		368
06120	서울특별시	강남구	논현동	201-5	202-19	369
06121	서울특별시	강남구	논현동	203	203-1	370
06121	서울특별시	강남구	논현동	204	204-6	371
06122	서울특별시	강남구	논현동	205	206	372
06122	서울특별시	강남구	논현동	206-1		373
06122	서울특별시	강남구	논현동	206-3	206-20	374
06104	서울특별시	강남구	논현동	207	208-9	375
06104	서울특별시	강남구	논현동	208-13		376
06104	서울특별시	강남구	논현동	209	209-6	377
06104	서울특별시	강남구	논현동	209-8		378
06104	서울특별시	강남구	논현동	209-9	210-3	379
06105	서울특별시	강남구	논현동	211	212-7	380
06105	서울특별시	강남구	논현동	212-10		381
06105	서울특별시	강남구	논현동	212-11	213-32	382
06105	서울특별시	강남구	논현동	213-35		383
06105	서울특별시	강남구	논현동	213-36	214-11	384
06105	서울특별시	강남구	논현동	214-12		385
06105	서울특별시	강남구	논현동	214-13	215-17	386
06106	서울특별시	강남구	논현동	216	217-30	387
06106	서울특별시	강남구	논현동	217-32		388
06106	서울특별시	강남구	논현동	217-33	219-9	389
06106	서울특별시	강남구	논현동	219-10		390
06106	서울특별시	강남구	논현동	219-11	220-18	391
06106	서울특별시	강남구	논현동	220-19		392
06106	서울특별시	강남구	논현동	220-20		393
06107	서울특별시	강남구	논현동	221	221-6	394
06107	서울특별시	강남구	논현동	221-7		395
06107	서울특별시	강남구	논현동	221-13	223-18	396
06107	서울특별시	강남구	논현동	224		397
06107	서울특별시	강남구	논현동	224-1	224-13	398
06107	서울특별시	강남구	논현동	224-14		399
06107	서울특별시	강남구	논현동	224-15	225-2	400
06107	서울특별시	강남구	논현동	225-3		401
06107	서울특별시	강남구	논현동	225-5	226	402
06107	서울특별시	강남구	논현동	226-1		403
06107	서울특별시	강남구	논현동	226-2	227-9	404
06108	서울특별시	강남구	논현동	228	230-15	405
06108	서울특별시	강남구	논현동	230-16		406
06108	서울특별시	강남구	논현동	230-18	231-15	407
06109	서울특별시	강남구	논현동	232	234-3	408
06109	서울특별시	강남구	논현동	234-4		409
06109	서울특별시	강남구	논현동	234-5	234-14	410
06109	서울특별시	강남구	논현동	234-15		411
06109	서울특별시	강남구	논현동	234-18	234-24	412
06109	서울특별시	강남구	논현동	234-25		413
06109	서울특별시	강남구	논현동	234-26	235-10	414
06109	서울특별시	강남구	논현동	235-11	235-13	415
06109	서울특별시	강남구	논현동	235-14	237-12	416
06098	서울특별시	강남구	논현동	238	239-12	417
06099	서울특별시	강남구	논현동	240	243-4	418
06099	서울특별시	강남구	논현동	243-5	243-6	419
06099	서울특별시	강남구	논현동	243-7	244-4	420
06099	서울특별시	강남구	논현동	244-5		421
06099	서울특별시	강남구	논현동	244-6	244-16	422
06099	서울특별시	강남구	논현동	244-17		423
06099	서울특별시	강남구	논현동	244-18	244-20	424
06098	서울특별시	강남구	논현동	245	247-5	425
06098	서울특별시	강남구	논현동	247-7		426
06098	서울특별시	강남구	논현동	247-9	248-7	427
06101	서울특별시	강남구	논현동	249	251-5	428
06101	서울특별시	강남구	논현동	251-6		429
06101	서울특별시	강남구	논현동	251-7	252-1	430
06100	서울특별시	강남구	논현동	253	255-11	431
06100	서울특별시	강남구	논현동	255-12		432
06100	서울특별시	강남구	논현동	255-13	255-16	433
06100	서울특별시	강남구	논현동	255-17		434
06100	서울특별시	강남구	논현동	255-18	255-23	435
06101	서울특별시	강남구	논현동	256	256-6	436
06100	서울특별시	강남구	논현동	256-8	256-14	437
06101	서울특별시	강남구	논현동	257	259-13	438
06101	서울특별시	강남구	논현동	259-14		439
06101	서울특별시	강남구	논현동	259-15	259-17	440
06101	서울특별시	강남구	논현동	260	260-13	441
06101	서울특별시	강남구	논현동	261	263-28	442
06100	서울특별시	강남구	논현동	264	264-1	443
06100	서울특별시	강남구	논현동	264-2		444
06100	서울특별시	강남구	논현동	264-3	265-9	445
06100	서울특별시	강남구	논현동	265-10		446
06100	서울특별시	강남구	논현동	265-11	266	447
06100	서울특별시	강남구	논현동	266-1		448
06100	서울특별시	강남구	논현동	266-2	266-14	449
06100	서울특별시	강남구	논현동	266-15		450
06100	서울특별시	강남구	논현동	266-17	267-5	451
06100	서울특별시	강남구	논현동	267-7		452
06100	서울특별시	강남구	논현동	267-9	267-27	453
06103	서울특별시	강남구	논현동	268	270-5	454
06103	서울특별시	강남구	논현동	270-6		455
06103	서울특별시	강남구	논현동	270-7	270-15	456
06103	서울특별시	강남구	논현동	270-16		457
06103	서울특별시	강남구	논현동	270-17	271-8	458
06103	서울특별시	강남구	논현동	271-9		459
06103	서울특별시	강남구	논현동	271-10	271-22	460
06103	서울특별시	강남구	논현동	271-23		461
06103	서울특별시	강남구	논현동	272	272-13	462
06103	서울특별시	강남구	논현동	272-14		463
06103	서울특별시	강남구	논현동	272-15	272-33	464
06102	서울특별시	강남구	논현동	273	276	465
06103	서울특별시	강남구	논현동	277	278-12	466
06103	서울특별시	강남구	논현동	278-13		467
06103	서울특별시	강남구	논현동	278-14	278-19	468
06103	서울특별시	강남구	논현동	278-22		469
06110	서울특별시	강남구	논현동	279-67		470
06112	서울특별시	강남구	논현동	279-67		471
06109	서울특별시	강남구	논현동	279-165		472
06332	서울특별시	강남구	대치동	2		473
06332	서울특별시	강남구	대치동	2-7		474
06332	서울특별시	강남구	대치동	3-3	27-18	475
06286	서울특별시	강남구	대치동	50-8	62-8	476
06285	서울특별시	강남구	대치동	63	65	477
06286	서울특별시	강남구	대치동	66	66-4	478
06177	서울특별시	강남구	대치동	78-24		479
06280	서울특별시	강남구	대치동	210		480
06284	서울특별시	강남구	대치동	316		481
06291	서울특별시	강남구	대치동	317-3		482
06280	서울특별시	강남구	대치동	447	448	483
06289	서울특별시	강남구	대치동	500		484
06289	서울특별시	강남구	대치동	502		485
06289	서울특별시	강남구	대치동	503		486
06291	서울특별시	강남구	대치동	505	507-2	487
06288	서울특별시	강남구	대치동	509	510	488
06288	서울특별시	강남구	대치동	511		489
06287	서울특별시	강남구	대치동	514	514-3	490
06280	서울특별시	강남구	대치동	599	611	491
06280	서울특별시	강남구	대치동	612		492
06280	서울특별시	강남구	대치동	623	629	493
06280	서울특별시	강남구	대치동	629-1	633-14	494
06280	서울특별시	강남구	대치동	633-16	653	495
06281	서울특별시	강남구	대치동	670	670	496
06278	서울특별시	강남구	대치동	888	888-1	497
06192	서울특별시	강남구	대치동	889-5	889-75	498
06193	서울특별시	강남구	대치동	890	890-62	499
06194	서울특별시	강남구	대치동	891	891-44	500
06194	서울특별시	강남구	대치동	891-46		501
06194	서울특별시	강남구	대치동	891-47	892	502
06195	서울특별시	강남구	대치동	893	893-7	503
06196	서울특별시	강남구	대치동	894-1	895-6	504
06196	서울특별시	강남구	대치동	895-7		505
06196	서울특별시	강남구	대치동	895-8	895-13	506
06197	서울특별시	강남구	대치동	896	896-52	507
06198	서울특별시	강남구	대치동	897	898-6	508
06198	서울특별시	강남구	대치동	898-7		509
06198	서울특별시	강남구	대치동	898-8	898-32	510
06198	서울특별시	강남구	대치동	898-33		511
06198	서울특별시	강남구	대치동	899	899-35	512
06197	서울특별시	강남구	대치동	900	900-67	513
06196	서울특별시	강남구	대치동	901	901-15	514
06196	서울특별시	강남구	대치동	901-16		515
06196	서울특별시	강남구	대치동	901-17	901-78	516
06195	서울특별시	강남구	대치동	902	903-35	517
06196	서울특별시	강남구	대치동	904	905-30	518
06197	서울특별시	강남구	대치동	906	906-23	519
06198	서울특별시	강남구	대치동	907	907-16	520
06199	서울특별시	강남구	대치동	908	908-23	521
06200	서울특별시	강남구	대치동	909	910-16	522
06201	서울특별시	강남구	대치동	911	911-36	523
06202	서울특별시	강남구	대치동	912	913-14	524
06202	서울특별시	강남구	대치동	913-15		525
06202	서울특별시	강남구	대치동	913-16	914-15	526
06202	서울특별시	강남구	대치동	914-16		527
06202	서울특별시	강남구	대치동	914-17	915-23	528
06201	서울특별시	강남구	대치동	916	916-13	529
06201	서울특별시	강남구	대치동	916-14		530
06201	서울특별시	강남구	대치동	916-15	916-16	531
06201	서울특별시	강남구	대치동	916-17		532
06201	서울특별시	강남구	대치동	916-18	916-38	533
06201	서울특별시	강남구	대치동	916-39		534
06201	서울특별시	강남구	대치동	916-40	916-77	535
06201	서울특별시	강남구	대치동	916-78	916-79	536
06201	서울특별시	강남구	대치동	916-80	916-84	537
06200	서울특별시	강남구	대치동	917	917-29	538
06200	서울특별시	강남구	대치동	917-30		539
06200	서울특별시	강남구	대치동	917-31	919-25	540
06200	서울특별시	강남구	대치동	919-26		541
06200	서울특별시	강남구	대치동	919-27	919-35	542
06199	서울특별시	강남구	대치동	920	920-30	543
06199	서울특별시	강남구	대치동	920-31		544
06199	서울특별시	강남구	대치동	920-32	921-18	545
06199	서울특별시	강남구	대치동	921-19		546
06205	서울특별시	강남구	대치동	922	922-3	547
06205	서울특별시	강남구	대치동	922-4	922-5	548
06205	서울특별시	강남구	대치동	922-6	923-11	549
06205	서울특별시	강남구	대치동	923-12		550
06205	서울특별시	강남구	대치동	923-13	923-28	551
06205	서울특별시	강남구	대치동	923-29		552
06205	서울특별시	강남구	대치동	923-30	923-33	553
06205	서울특별시	강남구	대치동	923-34		554
06205	서울특별시	강남구	대치동	923-35	924-10	555
06204	서울특별시	강남구	대치동	925	928-28	556
06203	서울특별시	강남구	대치동	929	929-10	557
06203	서울특별시	강남구	대치동	929-11		558
06203	서울특별시	강남구	대치동	929-12	931-26	559
06209	서울특별시	강남구	대치동	932	932-26	560
06209	서울특별시	강남구	대치동	932-27		561
06209	서울특별시	강남구	대치동	932-29	932-43	562
06208	서울특별시	강남구	대치동	933	934-27	563
